test_case_id,title,module,screen_id,topic,priority,type,preconditions,test_data,test_steps,expected_result
TC_14946_005,Click on the 'New' filter option,ShoppingApp,14946,gallery,P1,Functional,The dresses product listing page is displayed,New,Click on the 'New' filter option,The dress listings are sorted by newness
TC_14946_006,Click on a dress image to view the product details,ShoppingApp,14946,gallery,P1,Functional,The dresses product listing page is displayed,Any dress image,Click on a dress image,The product details page for the selected dress is displayed
TC_14946_007,Search for a dress using the search icon,ShoppingApp,14946,gallery,P1,Functional,The dresses product listing page is displayed,Any dress name,Click on the search icon | Enter a dress name in the search bar | Press enter,The search results for the entered dress name are displayed
TC_14946_008,Click on a dress price to view the product details,ShoppingApp,14946,gallery,P1,Functional,The dresses product listing page is displayed,Any dress price,Click on a dress price,The product details page for the selected dress is displayed
TC_14946_009,Click on a dress engagement metric to view the product details,ShoppingApp,14946,gallery,P1,Functional,The dresses product listing page is displayed,Any dress engagement metric,Click on a dress engagement metric,The product details page for the selected dress is displayed
TC_14946_010,Click on the back arrow to return to the previous screen,ShoppingApp,14946,gallery,P1,Functional,The dresses product listing page is displayed,,Click on the back arrow,The previous screen is displayed
TC_14952_01,Positive flow: Selecting age group and proceeding,Onboarding,14952,gallery,P1,Functional,,,Open the app and navigate to the onboarding screen. | Select an age group in the 'Male' section. | Select an age group in the 'Female' section. | Click on the 'SKIP' button at the bottom.,The app should proceed to the next onboarding screen. | The 'SKIP' button should be disabled after selection.
TC_14952_02,Negative flow: Skipping age selection,Onboarding,14952,gallery,P1,Functional,,,Open the app and navigate to the onboarding screen. | Click on the 'SKIP' button at the bottom.,The app should proceed to the next onboarding screen. | The 'SKIP' button should be disabled after selection.
TC_14952_03,Negative flow: Invalid age selection,Onboarding,14952,gallery,P1,Functional,,,Open the app and navigate to the onboarding screen. | Select an invalid age group in the 'Male' section. | Select an invalid age group in the 'Female' section. | Click on the 'SKIP' button at the bottom.,The app should display an error message indicating invalid age selection. | The 'SKIP' button should be disabled after selection.
TC_14952_04,Negative flow: Missing age selection,Onboarding,14952,gallery,P1,Functional,,,Open the app and navigate to the onboarding screen. | Click on the 'SKIP' button at the bottom without selecting an age group.,The app should display an error message indicating missing age selection. | The 'SKIP' button should be disabled after selection.
TC_14952_05,UI test: Age selection grid visibility,Onboarding,14952,gallery,P2,UI,,,Open the app and navigate to the onboarding screen. | Verify that the age selection grid is visible and accessible.,The age selection grid should be visible and accessible.
TC_14952_06,Accessibility test: Skip button,Onboarding,14952,gallery,P2,Accessibility,,,Open the app and navigate to the onboarding screen. | Verify that the 'SKIP' button is accessible.,The 'SKIP' button should be accessible.
TC_14952_07,Usability test: Age selection flow,Onboarding,14952,gallery,P2,Usability,,,Open the app and navigate to the onboarding screen. | Select an age group in the 'Male' section. | Select an age group in the 'Female' section. | Click on the 'SKIP' button at the bottom.,The app should proceed to the next onboarding screen smoothly.
TC_14952_08,Usability test: Skip button flow,Onboarding,14952,gallery,P2,Usability,,,Open the app and navigate to the onboarding screen. | Click on the 'SKIP' button at the bottom.,The app should proceed to the next onboarding screen smoothly.
TC_14987_001,Positive flow - successful registration,Registration,14987,form,P1,Functional,The user is on the registration screen,Full Name: John Doe | Email Address: john.doe@example.com | Password: Password1234,Enter 'John Doe' in the 'Full Name' field | Enter 'john.doe@example.com' in the 'Email Address' field | Enter 'Password1234' in the 'Password' field | Click the 'SUBMIT' button,The user is redirected to the home screen with a success message
TC_14987_002,Negative flow - empty fields,Registration,14987,form,P1,Functional,The user is on the registration screen,Full Name:  | Email Address:  | Password: ,Click the 'SUBMIT' button,The user is presented with error messages for all fields
TC_14987_003,Negative flow - invalid email,Registration,14987,form,P1,Functional,The user is on the registration screen,Full Name: John Doe | Email Address: john.doe@example | Password: Password1234,Enter 'john.doe@example' in the 'Email Address' field | Click the 'SUBMIT' button,The user is presented with an error message for the 'Email Address' field
TC_14987_004,Negative flow - password too short,Registration,14987,form,P1,Functional,The user is on the registration screen,Full Name: John Doe | Email Address: john.doe@example.com | Password: Pass123,Enter 'Pass123' in the 'Password' field | Click the 'SUBMIT' button,The user is presented with an error message for the 'Password' field
TC_14987_005,Negative flow - password toggle,Registration,14987,form,P1,Functional,The user is on the registration screen,Full Name: John Doe | Email Address: john.doe@example.com | Password: Password1234,Click the 'Show' toggle next to the 'Password' field | Enter 'Password1234' in the 'Password' field | Click the 'SUBMIT' button,The user is presented with an error message for the 'Password' field
TC_14987_006,Negative flow - empty 'Full Name' field,Registration,14987,form,P1,Functional,The user is on the registration screen,Full Name:  | Email Address: john.doe@example.com | Password: Password1234,Enter 'john.doe@example.com' in the 'Email Address' field | Enter 'Password1234' in the 'Password' field | Click the 'SUBMIT' button,The user is presented with an error message for the 'Full Name' field
TC_14987_007,Negative flow - empty 'Email Address' field,Registration,14987,form,P1,Functional,The user is on the registration screen,Full Name: John Doe | Email Address:  | Password: Password1234,Enter 'John Doe' in the 'Full Name' field | Enter 'Password1234' in the 'Password' field | Click the 'SUBMIT' button,The user is presented with an error message for the 'Email Address' field
TC_15001_001,Verify the display of Ligue 1 matches,Sports Betting App,15001,list,P1,Functional,,,Open the app and navigate to the 'France: Ligue 1' section. | Verify that the section displays the correct matches with their times and teams.,The 'France: Ligue 1' section should display the correct matches with their times and teams.
TC_15001_002,Verify the display of Ligue 2 matches,Sports Betting App,15001,list,P1,Functional,,,Open the app and navigate to the 'France: Ligue 2' section. | Verify that the section displays the correct matches with their times and teams.,The 'France: Ligue 2' section should display the correct matches with their times and teams.
TC_15001_003,Verify the display of National matches,Sports Betting App,15001,list,P1,Functional,,,Open the app and navigate to the 'France: National' section. | Verify that the section displays the correct matches with their times and teams.,The 'France: National' section should display the correct matches with their times and teams.
TC_15001_004,Verify the chevron icon functionality,Sports Betting App,15001,list,P1,Functional,,,Open the app and navigate to the 'France: Ligue 1' section. | Click on the chevron icon next to a match. | Verify that the detailed view of the match is displayed.,The detailed view of the match should be displayed.
TC_15001_005,Verify the promotional banner interaction,Sports Betting App,15001,list,P1,Functional,,,Open the app and navigate to the 'France: Ligue 1' section. | Click on the promotional banner. | Verify that the app navigates to the Betclic landing page.,The app should navigate to the Betclic landing page.
TC_15001_006,Verify the menu icon functionality,Sports Betting App,15001,list,P1,Functional,,,Open the app and navigate to the 'France: Ligue 1' section. | Click on the menu icon. | Verify that the menu options are displayed.,The menu options should be displayed.
